circuit,n_seeds,fd_pure_dv_pct,fd_pure_dh_pct,fd_spring_dv_pct,fd_spring_dh_pct,vsr_dv_pct,vsr_dh_pct
adaptec1,8,-40.05728007436642,130.89371986443933,-38.53588014020755,21.49503791378518,-38.29991636861551,9.673487286754689
adaptec2,5,-56.51546331854388,248.48080348305285,-51.24004570884042,38.10822997156323,-49.03369952663915,10.290172409325049
adaptec3,1,-56.01124639836416,120.94893674615199,-53.4366576819407,26.849606330036764,-51.23385072962171,8.179805470810878
bigblue1,1,-24.319131161236424,92.31948294417082,-22.188805346700082,-72.5852402318069,-24.569757727652465,-71.98529615691248
